UMAP1,UMAP2,label
20.476612,6.461769,-0.8596145007517411
21.093775,6.524004,-0.8596145007517411
20.672213,6.464715,-0.8596145007517411
20.89717,6.615665,-0.8596145007517411
22.806597,3.945111,-0.8596145007517411
21.172922,6.531656,-0.8596145007517411
22.769114,3.6967952,-0.8596145007517411
22.415749,4.7961745,-0.8596145007517411
21.072273,5.9129124,-0.8596145007517411
22.359589,3.3418334,-0.8596145007517411
21.525948,5.9846506,-0.8596145007517411
22.102198,3.198384,-0.8596145007517411
22.949894,3.7801828,-0.8596145007517411
22.510681,4.1855755,-0.8596145007517411
22.404974,5.3246408,-0.8596145007517411
22.473495,4.7111053,-0.8596145007517411
20.902443,5.993151,-0.8596145007517411
22.574284,3.471281,
22.284306,5.629568,-0.8596145007517411
22.161915,5.880208,-0.8596145007517411
22.677118,5.800052,-0.8596145007517411
20.974798,5.167638,-0.8596145007517411
22.293146,6.188487,-0.8596145007517411
23.079288,4.0462,
22.027443,3.1181903,-0.8596145007517411
22.831697,6.1559362,-0.8596145007517411
22.607258,6.0868297,-0.8596145007517411
20.711174,6.546263,-0.8596145007517411
22.438261,5.99085,-0.8596145007517411
23.019104,3.7810616,-0.8596145007517411
22.522297,3.6400156,-0.8596145007517411
22.389704,5.6019225,
21.354927,6.7763968,-0.8596145007517411
20.657545,6.447355,-0.8596145007517411
22.336212,3.427463,-0.8596145007517411
22.034325,5.762223,-0.8596145007517411
22.090733,5.9249163,
26.53503,7.4402304,-0.8596145007517411
24.806011,6.6928325,-0.8596145007517411
24.621675,7.2014713,-0.8596145007517411
25.097803,6.3009396,-0.8596145007517411
22.925837,8.113558,-0.8596145007517411
26.241016,7.2813015,-0.8596145007517411
22.86082,7.638956,-0.8596145007517411
24.886715,6.8384686,-0.8596145007517411
25.29315,6.3012867,-0.8596145007517411
23.643244,7.3230696,-0.8596145007517411
26.154608,7.0180907,-0.8596145007517411
25.941776,6.4973946,0.24842070434568672
25.93268,5.8084016,0.24842070434568672
24.778639,6.73346,0.24842070434568672
25.630953,6.656118,0.24842070434568672
25.912832,5.7221174,0.24842070434568672
26.021963,6.7460546,0.24842070434568672
24.957123,6.863276,0.24842070434568672
24.55365,7.389729,0.24842070434568672
23.667915,8.85358,0.24842070434568672
23.39135,8.124999,0.24842070434568672
23.477167,8.246962,0.24842070434568672
25.12432,7.216546,0.24842070434568672
25.786057,5.5512786,0.24842070434568672
25.808,6.141777,0.24842070434568672
25.871473,6.0586653,0.24842070434568672
26.066586,6.713786,
23.578173,7.0985994,0.24842070434568672
23.20627,7.6713514,0.24842070434568672
23.500853,8.448976,0.24842070434568672
25.406643,6.898484,0.24842070434568672
25.828053,6.001341,0.24842070434568672
24.30718,7.4042764,0.24842070434568672
25.839338,5.4026303,0.24842070434568672
25.856747,5.4044185,0.24842070434568672
25.893917,5.6618595,
25.813265,5.441101,0.24842070434568672
23.436718,8.102905,0.24842070434568672
22.828842,7.4336624,0.24842070434568672
25.724922,5.364565,
23.766338,7.577668,0.24842070434568672
23.731325,8.055523,
25.97077,5.5099864,0.24842070434568672
23.361061,7.2664585,0.24842070434568672
23.326923,7.796975,0.24842070434568672
24.380907,6.821134,0.24842070434568672
22.992828,7.56437,0.24842070434568672
21.946274,6.7959814,
23.197708,7.389553,0.24842070434568672
23.575062,5.113431,0.24842070434568672
23.885445,7.5402527,0.24842070434568672
23.58981,8.350852,
26.252716,7.038622,0.24842070434568672
26.290483,7.628299,0.24842070434568672
24.461823,7.614692,0.24842070434568672
23.619625,8.284255,0.24842070434568672
26.00262,7.519909,0.24842070434568672
23.718771,8.570958,0.24842070434568672
24.140104,7.7613244,0.24842070434568672
26.726604,7.660998,0.24842070434568672
23.179466,7.0980515,0.24842070434568672
26.15319,6.8227286,0.24842070434568672
23.843592,7.8876214,0.24842070434568672
23.693827,8.900056,0.24842070434568672
25.717087,6.793754,0.24842070434568672
23.586153,7.4331484,0.24842070434568672
24.335997,8.561101,0.24842070434568672
24.249748,8.507798,0.24842070434568672
25.46055,7.325483,0.24842070434568672
24.074844,8.880534,0.24842070434568672
23.252005,8.511718,
24.306904,8.591492,0.24842070434568672
22.999043,8.077255,0.24842070434568672
26.43313,7.5314226,0.24842070434568672
25.62761,6.088634,0.24842070434568672
24.384445,8.107314,0.24842070434568672
25.871786,6.9367666,0.24842070434568672
25.496708,7.319036,0.24842070434568672
24.092617,8.126009,0.24842070434568672
24.607515,8.089697,0.24842070434568672
25.922556,7.182998,0.24842070434568672
25.990795,5.746474,0.24842070434568672
26.097433,7.2822475,0.24842070434568672
25.55945,6.0312896,
24.872414,7.750641,0.24842070434568672
24.78292,7.6160426,0.24842070434568672
25.443916,7.4116554,
23.5952,5.233115,0.24842070434568672
23.875235,9.133293,0.24842070434568672
23.904648,9.135514,0.24842070434568672
23.077864,8.362539,0.24842070434568672
24.131996,9.178839,0.24842070434568672
25.013212,7.7450643,0.24842070434568672
25.234423,7.5852065,0.24842070434568672
24.955238,7.591568,0.24842070434568672
25.181835,7.856115,0.24842070434568672
26.777508,7.955122,0.24842070434568672
26.769388,7.842989,0.24842070434568672
26.86525,7.857862,0.24842070434568672
23.745436,9.209383,0.24842070434568672
25.33382,7.5294733,0.24842070434568672
26.030138,7.6434455,0.24842070434568672
24.357805,8.390399,
25.382439,8.112355,0.24842070434568672
24.5361,8.760413,0.24842070434568672
22.949118,8.190268,0.24842070434568672
25.86436,5.358723,0.24842070434568672
25.53304,8.330025,0.24842070434568672
26.375214,7.7901034,0.24842070434568672
24.782026,9.042687,0.24842070434568672
24.055996,8.507592,0.24842070434568672
25.036127,8.520192,0.24842070434568672
24.570915,9.197796,0.24842070434568672
25.016758,8.313051,
26.179745,7.9664373,0.24842070434568672
24.873384,8.848793,0.24842070434568672
24.773094,8.4832325,0.24842070434568672
26.594227,7.6712365,0.24842070434568672
26.7965,7.76209,0.24842070434568672
26.52908,7.625786,
23.986658,9.104998,0.24842070434568672
24.698528,9.120031,0.24842070434568672
26.466545,7.980068,0.24842070434568672
24.609121,9.156948,0.24842070434568672
24.44937,9.283368,0.24842070434568672
23.718513,9.240388,0.24842070434568672
24.353052,9.273088,
26.745258,7.8178005,0.24842070434568672
24.121809,7.022971,0.24842070434568672
24.020636,8.779859,0.24842070434568672
25.108528,8.19613,0.24842070434568672
24.787386,8.97077,1.3564559094431146
24.879702,8.967372,1.3564559094431146
25.215519,8.917709,1.3564559094431146
24.152758,7.62731,1.3564559094431146
26.542843,7.982458,1.3564559094431146
25.285051,8.643102,1.3564559094431146
7.760979,-0.3461444,1.3564559094431146
7.7264576,-0.3095743,1.3564559094431146
7.6747184,-0.25976676,1.3564559094431146
7.5442595,-0.12746134,
7.806489,-0.3908078,1.3564559094431146
7.6535316,-0.23822545,1.3564559094431146
7.816009,-0.39199927,1.3564559094431146
7.623837,-0.20888808,1.3564559094431146
7.6150413,-0.19855975,1.3564559094431146
7.6555147,-0.24042203,1.3564559094431146
7.762367,-0.36191663,1.3564559094431146
7.7023215,-0.2870847,1.3564559094431146
7.848909,-0.434685,1.3564559094431146
7.916844,-0.5004076,1.3564559094431146
